version,class
cxf-2.1.2,api/src/main/java/org/apache/cxf/databinding/AbstractDataBinding.java
cxf-2.1.2,api/src/main/java/org/apache/cxf/io/CachedOutputStream.java
cxf-2.1.2,api/src/main/java/org/apache/cxf/message/MessageUtils.java
cxf-2.1.2,api/src/main/java/org/apache/cxf/wsdl/EndpointReferenceUtils.java
cxf-2.1.2,common/common/src/main/java/org/apache/cxf/helpers/HttpHeaderHelper.java
cxf-2.1.2,maven-plugins/codegen-plugin/src/main/java/org/apache/cxf/maven_plugin/WSDL2JavaMojo.java
cxf-2.1.2,rt/bindings/corba/src/main/java/org/apache/cxf/binding/corba/types/CorbaPrimitiveHandler.java
cxf-2.1.2,rt/bindings/soap/src/main/java/org/apache/cxf/binding/soap/interceptor/MustUnderstandInterceptor.java
cxf-2.1.2,rt/bindings/soap/src/main/java/org/apache/cxf/binding/soap/interceptor/Soap12FaultInInterceptor.java
cxf-2.1.2,rt/bindings/soap/src/main/java/org/apache/cxf/binding/soap/interceptor/SoapOutInterceptor.java
cxf-2.1.2,rt/core/src/main/java/org/apache/cxf/bus/spring/Jsr250BeanPostProcessor.java
cxf-2.1.2,rt/core/src/main/java/org/apache/cxf/endpoint/ManagedEndpoint.java
cxf-2.1.2,rt/core/src/main/java/org/apache/cxf/transport/http/UrlUtilities.java
cxf-2.1.2,rt/databinding/aegis/src/main/java/org/apache/cxf/aegis/type/basic/BeanType.java
cxf-2.1.2,rt/databinding/aegis/src/main/java/org/apache/cxf/aegis/type/collection/CollectionType.java
cxf-2.1.2,rt/databinding/aegis/src/main/java/org/apache/cxf/aegis/type/java5/AnnotationReader.java
cxf-2.1.2,rt/databinding/aegis/src/main/java/org/apache/cxf/aegis/xml/stax/ElementReader.java
cxf-2.1.2,rt/databinding/jaxb/src/main/java/org/apache/cxf/jaxb/JAXBDataBinding.java
cxf-2.1.2,rt/databinding/jaxb/src/main/java/org/apache/cxf/jaxb/io/DataWriterImpl.java
cxf-2.1.2,rt/frontend/jaxrs/src/main/java/org/apache/cxf/jaxrs/impl/UriInfoImpl.java
