version	class
camel-1.0.0	camel-core/src/main/java/org/apache/camel/CamelContext.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/CamelExchangeException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/Exchange.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/ExpectedBodyTypeException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/ExpressionEvaluationException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/FailedToCreateConsumerException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/FailedToCreateProducerException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/InvalidPayloadException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/InvalidPayloadRuntimeException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/Message.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/NoSuchEndpointException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/NoSuchHeaderException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/NoSuchPropertyException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/NoTypeConversionAvailableException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/RuntimeExchangeException.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/bean/BeanProcessor.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/direct/DirectEndpoint.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/FileComponent.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/FileConsumer.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/FileEndpoint.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/FileProducer.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/GenericFileEndpoint.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/strategy/DefaultFileRenamer.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/strategy/DeleteFileProcessStrategy.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/strategy/FileProcessStrategy.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/strategy/FileProcessStrategyFactory.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/strategy/FileProcessStrategySupport.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/strategy/FileRenamer.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/strategy/NoOpFileProcessStrategy.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/file/strategy/RenameFileProcessStrategy.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/seda/CollectionProducer.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/converter/NIOConverter.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/converter/jaxp/DomConverter.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/converter/jaxp/XmlConverter.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/converter/stream/StreamCacheConverter.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultClassResolver.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultComponent.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultConsumer.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultEndpoint.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultExchange.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultExchangeConverter.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultLanguageResolver.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultLifecycleStrategy.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultMessage.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultPackageScanClassResolver.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultRouteContext.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultScheduledPollConsumer.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/DefaultUnitOfWork.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/LoggingExceptionHandler.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/MessageSupport.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/PollingConsumerSupport.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/ReportingTypeConverterLoader.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/ServiceSupport.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/WebSpherePacakageScanClassResolver.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/converter/AnnotationTypeConverterLoader.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/converter/AsyncProcessorTypeConverter.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/converter/DefaultTypeConverter.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/converter/PropertyEditorTypeConverter.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/converter/TypeConverterLoader.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/impl/converter/TypeConverterRegistry.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/language/simple/FileExpressionBuilder.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/language/simple/FileLanguage.java
camel-1.0.0	camel-core/src/main/java/org/apache/camel/management/CamelNamingStrategy.java
